A	Coef.BasalvsLP	Coef.BasalvsML	Coef.LPvsML	t.BasalvsLP	t.BasalvsML	t.LPvsML	p.value.BasalvsLP	p.value.BasalvsML	p.value.LPvsML	Res.BasalvsLP	Res.BasalvsML	Res.LPvsML	Genes.ENTREZID	Genes.SYMBOL	Genes.TXCHROM
19355	1.16231134760146	0.831089753176197	0.334881061516004	-0.496208691660194	0	0	0	0.739369599076953	0.989096437129042	0.962356574334699	0	0	0	19355	Rad1	chr15
75646	6.10138617171849	-0.550904797037828	0.863319453295735	1.41422425033356	0	0	3.04698379952499	0.993361722052385	0.813747371806719	0.00754979621737637	0	0	0	75646	Rai14	chr15
100038608	-2.11899735744234	-1.69127794500083	-0.261961388229808	1.42931655677103	-1.76218078254269	0	1.14113101323151	0.0572803015638137	0.952759456924747	0.142811149423168	0	0	0	100038608	Gm10389	chr15
75259	0.293061695112008	-0.805317041631834	-0.52655985983777	0.278757181794064	0	0	0	0.752953647771579	0.941264741635845	0.989284556132933	0	0	0	75259	4930556M19Rik	chr15
81799	-2.01926738807505	0.550168151678328	2.06955284091581	1.51938468923748	0	1.87583375242606	0.91004165870172	0.796985185496021	0.0482607483409852	0.195156121920942	0	0	0	81799	C1qtnf3	chr15
17117	2.46116058315403	0.26498815113979	0.295106528964886	0.030118377825096	0	0	0	0.997243264012822	0.996839826490429	0.999839022238432	0	0	0	17117	Amacr	chr15
239337	3.54466022470598	-1.02354064876103	0.417810724328948	1.44135137308998	-0.103620805749536	0	1.93915437047822	0.459964609690929	0.979502378333584	0.0434569075276482	0	0	0	239337	Adamts12	chr15
110960	6.12588181352099	0.428224989142302	0.811430226638372	0.38320523749607	0	0	0	0.99938200716272	0.923697108439268	0.999750133308034	0	0	0	110960	Tars	chr15
18162	2.73869719309206	-2.17767514964223	-0.647256025181246	1.53041912446098	-2.9348377492396	0	1.38298762829969	0.00901243254702284	0.787348592931462	0.101318006255937	-1	0	0	18162	Npr3	chr15
381002	-3.22674080193053	-0.722662596914721	1.67307956331126	2.39574216022598	0	1.19430522677434	2.59533753298801	0.707090906313912	0.133223913903396	0.0154597272717405	0	0	0	381002	Gm5144	chr15
20024	6.70330365882281	0.0438245568460172	0.407488373567037	0.36366381672102	0	0	0	0.999979942916009	0.998948936599621	0.999578835000156	0	0	0	20024	Sub1	chr15
22763	7.11962267290017	-0.00511378170333465	0.368110869784404	0.373224651487739	0	0	0	0.999993951755411	0.998362352088905	0.998912019947213	0	0	0	22763	Zfr	chr15
100316684	-1.0356477268337	-0.663955373201475	-0.0381231465851921	0.625832226616283	0	0	0	0.722086121070852	0.987627313215524	0.750322968852314	0	0	0	100316684	Mir1898	chr15
100040052	4.05848502442347	0.342116093929072	0.0756520079900644	-0.266464085939008	0	0	0	0.997266404520581	0.999814490691676	0.998832732085131	0	0	0	100040052	Gm2573	NA
268783	6.14544439087561	-0.665845042919309	-0.532028068539095	0.133816974380214	0	0	0	0.984506287555475	0.9968892668016	0.999967298118282	0	0	0	268783	Mtmr12	chr15
66629	8.34656058635373	-0.778048506541801	-0.455856587931992	0.322191918609809	0	0	0	0.909051977760932	0.996602414133905	0.999398812757404	0	0	0	66629	Golph3	chr15
68070	5.98679489674664	-0.918681439054537	0.7821380905242	1.70081952957874	0	0	4.05380996454967	0.667453272643332	0.865314991695795	0.00167308508843197	0	0	0	68070	Pdzd2	chr15
100862396	0.204571270770162	1.06927442877875	3.11980720615952	2.05053277738076	0.204509911040139	5.33003851568093	2.63600487580482	0.421544370038265	0.000306318808940457	0.0144287079487206	0	1	0	100862396	NA	NA
77877	3.75809555830521	0.19046018446485	-0.56404052989424	-0.754500714359091	0	0	0	0.999218774941134	0.98440207859588	0.909405907416123	0	0	0	77877	6030458C11Rik	chr15
14000	6.01294276178892	0.15444175788827	0.113656334150541	-0.040785423737729	0	0	0	0.999771352179275	0.999852413961892	0.999969594844262	0	0	0	14000	Drosha	chr15
12563	-0.689414186722059	6.41891973611238	5.23287497012832	-1.18604476598405	5.95698248750645	5.288860283027	-0.189672988502819	0.000157815399812125	0.000340800913366619	0.454558504461846	1	1	0	12563	Cdh6	chr15
320873	-1.35075690448226	5.49059713423055	6.74195953765791	1.25136240342736	7.66782218683845	8.87587316966906	0.354078595056414	2.47447814816688e-05	8.52038022672127e-06	0.372250486908432	1	1	0	320873	Cdh10	chr15
64833	4.39023366835302	-0.68244258883596	-0.107530569284835	0.574912019551125	0	0	0	0.953731810661174	0.999750101987636	0.985851196772823	0	0	0	64833	Acot10	chr15
545091	-0.0638961542508436	1.18489897630856	1.19929008224453	0.0143911059359677	0.529116905355037	0.583623583655506	0	0.305345907372003	0.287524867934455	0.998581576113625	0	0	0	545091	Hnrnpa1l2-ps2	chr15
320865	-1.75890375923397	-6.17577110606512	-6.60693959269707	-0.431168486631955	-8.58361326546849	-9.39650280084697	0	1.0808012414677e-05	5.47224041068153e-06	0.912238117415465	-1	-1	0	320865	Cdh18	chr15
70350	5.24702312683695	-6.08473830393297	-5.47145412686439	0.613284177068575	-28.2664922113342	-24.8765941805771	0	7.26769435331208e-10	2.05641513166166e-09	0.990536236555297	-1	-1	0	70350	Basp1	chr15
17909	7.23853792196851	-0.374349599074953	-0.142449304989918	0.231900294085035	0	0	0	0.998826895162546	0.999865342198275	0.999811124017041	0	0	0	17909	Myo10	chr15
66270	6.8894809955002	-0.374435443700298	-0.398875786250855	-0.024440342550557	0	0	0	0.999689548109572	0.999591275406016	0.999997617660537	0	0	0	66270	Retreg1	chr15
52521	5.79862695073018	-0.67237048033595	-0.274587464715593	0.397783015620357	0	0	0	0.979713538369654	0.999710781276402	0.999359550460791	0	0	0	52521	Zfp622	chr15
448987	1.42374590058857	1.1182344120653	2.21646000951902	1.09822559745372	0.471264082892466	4.50236203784834	0.357770130700584	0.324766721293755	0.000894954995705054	0.364715944404794	0	1	0	448987	Fbxl7	chr15
11732	5.42676270053605	1.53577622020304	2.9878800626294	1.45210384242635	2.66890395960233	9.47682763605216	2.25818216861664	0.0136741063371548	4.71525258637998e-06	0.026254120532823	0	1	0	11732	Ank	chr15
791293	-0.373877505715311	0.00871157390599234	0.760015441237433	0.75130386733144	0	0	0	0.997676951881783	0.672070192648178	0.680102818670271	0	0	0	791293	Gm9948	NA
432940	4.0418899061934	-0.29633663906089	-0.281580458120603	0.014756180940287	0	0	0	0.999470183167471	0.999576346220523	0.999992557857049	0	0	0	432940	Otulin	chr15
223433	-1.16826920716927	4.53240723883897	5.88312102826769	1.35071378942873	9.50997548191535	11.8132288022733	0.779908663027972	4.70315795782245e-06	8.89724748730797e-07	0.228827283877892	1	1	0	223433	Otulinl	chr15
223435	7.09527721694216	0.293958491790993	1.00424293384783	0.710284442056841	0	0.0321454476989967	0	0.999705206624392	0.487555424194276	0.978372516203003	0	0	0	223435	Trio	chr15
18163	4.80443999860517	2.74942504589915	3.2338431867012	0.484418140802052	6.37875802610492	7.96986370382859	0	8.89492052478152e-05	1.76357039499418e-05	0.949960684398092	1	1	0	18163	Ctnnd2	chr15
223453	6.32009577714748	0.618893007940259	-0.620341940880534	-1.23923494882079	0	0	-1.74305222086042	0.98471478268894	0.984949331486377	0.0589401083825622	0	0	0	223453	Dap	chr15
67434	3.95289949833559	-4.39799827216989	-5.14741862370388	-0.749420351533997	-11.7090290932467	-14.4046148520499	0	9.19145994456192e-07	1.78110946360598e-07	0.872697045092457	-1	-1	0	67434	Ankrd33b	chr15
252967	-0.884469980198593	-0.445877356805467	-1.31006988705623	-0.864192530250761	0	-0.762055276740873	0	0.887425382925202	0.233693092044188	0.631085427426708	0	0	0	252967	Ropn1l	chr15
223455	7.40100869812289	-0.318605328600627	-0.606091080520394	-0.287485751919768	0	0	0	0.999361008883388	0.987591754580884	0.999699874720308	0	0	0	223455	March6	chr15
69574	1.1449067263809	0.651107112595569	-1.04259934903323	-1.6937064616288	0	-0.15873946507732	-2.4515721337317	0.85852669623043	0.438846475009361	0.019310162506855	0	0	0	69574	Cmbl	chr15
12465	8.55381328137672	0.09353740388954	0.241701484502721	0.148164080613181	0	0	0	0.999965190510834	0.99983845066566	0.999965138968675	0	0	0	12465	Cct5	chr15
68073	2.93753625487121	-0.239899378638142	-0.616747807132223	-0.376848428494081	0	0	0	0.999088895530387	0.976880120453112	0.997889438739214	0	0	0	68073	Fam173b	chr15
100616095	1.40353190400487	2.39939402170537	4.33138010427906	1.93198608257369	6.31839354062343	12.3963996352719	3.38496446926552	9.49455646755967e-05	5.83200327886394e-07	0.0044907230950073	1	1	0	100616095	Snhg18	chr15
20356	4.68911493522017	3.63671230009992	5.08825105835816	1.45153875825824	16.4183879571574	23.6529091580347	2.62702706455791	5.99016110312807e-08	3.08878737438489e-09	0.0146116578247311	1	1	0	20356	Sema5a	chr15
15529	6.37956497012159	0.437954054160665	0.28303147305268	-0.154922581107985	0	0	0	0.999525703520474	0.999910927578016	0.99998487618054	0	0	0	15529	Sdc2	chr15
54381	4.44569016346363	0.123311050633611	0.189721036780381	0.0664099861467697	0	0	0	0.999969653411397	0.999944835608665	0.999988887867368	0	0	0	54381	Cpq	chr15
73486	-0.437709652713089	0.701026160167269	0.186694995023275	-0.514331165143995	0	0	0	0.824048443387079	0.991047332896733	0.931164582672274	0	0	0	73486	1700084J12Rik	chr15
239364	-1.09051007278365	1.58734568384688	0.095369025032282	-1.49197665881459	1.24976373885583	0	-1.07603818521296	0.122870364820297	0.984845950231467	0.156257933431745	0	0	0	239364	Tspyl5	chr15
67154	7.16092501008282	0.0659462770829071	0.115508994702508	0.049562717619601	0	0	0	0.999941518680863	0.999885748662998	0.999974783913714	0	0	0	67154	Mtdh	chr15
100503407	0.150028619497145	-0.628282411668324	0.79755427438805	1.42583668605637	0	0	0.743827284705835	0.746797169447112	0.63641193200301	0.239976204816931	0	0	0	100503407	NA	NA
114128	4.70459880235527	0.88801830230762	0.153712432731163	-0.734305869576457	0	0	0	0.802504023671568	0.999962256613075	0.972261907537057	0	0	0	114128	Laptm4b	chr15
17181	3.13448496672813	5.44719816894374	6.79771064299372	1.35051247404997	9.49899879224981	11.4703545296116	0.650125556127733	4.85931971918745e-06	1.15495518992187e-06	0.267624211098761	1	1	0	17181	Matn2	chr15
19946	3.03663777693058	0.221352967331082	0.322350738022265	0.100997770691183	0	0	0	0.997599695151011	0.995195050750989	0.99927158334146	0	0	0	19946	Rpl30	chr15
15473	3.85336872363462	0.389963441523913	0.472556467878976	0.0825930263550632	0	0	0	0.998124711874067	0.996117231992476	0.999913428988125	0	0	0	15473	Rida	chr15
67724	2.3197831385002	1.05737572665259	1.24868200588087	0.191306279228284	0.319897997855678	1.40227317526752	0	0.378449946962672	0.0984358393487575	0.999057976396274	0	0	0	67724	Pop1	chr15
223473	5.4300456395496	-0.307332504169951	-0.740941763326733	-0.433609259156782	0	0	0	0.995544198899925	0.882736949697366	0.991183006549415	0	0	0	223473	Nipal2	chr15
71637	-1.22031399786361	-1.60759124660488	-1.48390521088993	0.123686035714953	-1.79488258933771	-1.43470898252393	0	0.0544296237303086	0.0938890135585233	0.993281520437188	0	0	0	71637	4930413F20Rik	chr15
56274	4.98494880569254	0.239591938211412	-0.0590112392015243	-0.298603177412937	0	0	0	0.999799616828479	0.999976749280335	0.999750169723962	0	0	0	56274	Stk3	chr15
107587	-0.221020273977625	-0.9436581038864	0.613858303004049	1.55751640689045	0	0	0.836660306435915	0.541950352375803	0.726013679260814	0.215314932258607	0	0	0	107587	Osr2	chr15
666173	6.77172355466326	-0.324894348778095	-0.446443100753003	-0.121548751974908	0	0	0	0.99834950026927	0.995069652254334	0.999833621584171	0	0	0	666173	Vps13b	chr15
12864	5.87578315174428	0.803924890823111	0.289311785912026	-0.514613104911085	0	0	0	0.866138498759534	0.998925539176557	0.993391222261465	0	0	0	12864	Cox6c	chr15
17749	0.273971345110957	-0.0638934757148151	-0.000187175802026207	0.0637062999127889	0	0	0	0.997406672684065	0.999993133180729	0.997749673535915	0	0	0	17749	Polr2k	chr15
26942	1.7418826589487	-0.64128508510597	-0.296881525951807	0.344403559154163	0	0	0	0.891213964788473	0.985748731508285	0.983844234655156	0	0	0	26942	Spag1	chr15
30945	7.19175222244364	-0.204389281019257	0.760210762250872	0.964600043270129	0	0	0	0.999135284431947	0.89438612728999	0.582925029664414	0	0	0	30945	Rnf19a	chr15
68839	4.54152939651082	0.148426332652675	-0.12571097403726	-0.274137306689934	0	0	0	0.998158783999689	0.998692773084027	0.996106057045624	0	0	0	68839	Ankrd46	chr15
18458	10.0519280825759	-0.48278648980682	0.216046488355991	0.698832978162811	0	0	0	0.99616021382644	0.99970214292424	0.97190353848356	0	0	0	18458	Pabpc1	chr15
22631	7.77353709316728	0.048780963167105	-0.0937958011351174	-0.142576764302222	0	0	0	0.999962225779991	0.999919753079707	0.999921238775515	0	0	0	22631	Ywhaz	chr15
100505062	-1.55035093862958	-0.803297142156237	-0.39028238138669	0.413014760769547	0	0	0	0.650330292703739	0.881924741685758	0.881842820318011	0	0	0	100505062	NA	NA
100038735	-2.89897126048513	-4.27418524943749	-3.73460095933061	0.539584290106883	-4.88978967278797	-4.05178783648498	0	0.000552125706725639	0.00172271158481631	0.811821792333987	-1	-1	0	100038735	Gm10384	NA
68036	6.14575376926569	-0.0119961866418903	-0.339330121211409	-0.327333934569519	0	0	0	0.999993207930624	0.999356790623081	0.999620896171591	0	0	0	68036	Zfp706	chr15
100503499	3.22449369985195	-1.47716120495484	-1.90533516008982	-0.42817395513498	-2.30723446382042	-4.49954394578796	0	0.0242859700936281	0.000897779435471273	0.994017334675688	0	-1	0	100503499	NA	NA
252973	6.98424440684988	-0.0840437547632078	-0.222179644874629	-0.138135890111421	0	0	0	0.999970977078049	0.999872837764376	0.999967393527529	0	0	0	252973	Grhl2	chr15
52589	3.51150504806842	-6.19051065821386	-3.88057890122348	2.30993175699038	-15.0429614037371	-8.15319498897057	5.32579544799266	1.29059346247767e-07	1.50134075906947e-05	0.000305870410574174	-1	-1	1	52589	Ncald	chr15
382985	3.97955270304379	-0.891355991728643	-1.45294079840828	-0.561584806679638	0	-3.09573479129101	0	0.753968881471845	0.00699914684162975	0.994046177731845	0	-1	0	382985	Rrm2b	chr15
100041478	1.84389654954495	-0.454833254583284	-0.129275983060813	0.32555727152247	0	0	0	0.993125868906767	0.99959661915482	0.998083785174058	0	0	0	100041478	NA	NA
70790	8.67349486058249	-0.121131275829436	0.0142459715499044	0.13537724737934	0	0	0	0.998890004324739	0.999882458553802	0.99920835932424	0	0	0	70790	Ubr5	chr15
21847	8.64882982835548	-0.14585367323286	0.300961683808643	0.446815357041503	0	0	0	0.999313492018662	0.997465661008765	0.994363873380147	0	0	0	21847	Klf10	chr15
54375	7.61798329445158	0.792618535349871	1.72218691381916	0.929568378469294	0	4.24649068929232	0	0.871462054658286	0.00127374247418819	0.669410180648682	0	1	0	54375	Azin1	chr15
66335	4.87312853201403	-0.0463016890247125	-0.207535191289265	-0.161233502264553	0	0	0	0.999962538911596	0.999763080751204	0.999881242629864	0	0	0	66335	Atp6v1c1	chr15
118452	-2.17148859458073	1.15787518586461	1.60634089460332	0.448465708738713	0.244579903955144	0.96527981895218	0	0.411125302124456	0.182213016168499	0.815509095814212	0	0	0	118452	Baalc	chr15
14368	5.90895006619302	-0.119651424003262	-0.853623048428764	-0.733971624425502	0	0	0	0.999975688387254	0.877340104953844	0.979230503653733	0	0	0	14368	Fzd6	chr15
68588	1.89557889850522	-1.00681075198046	-2.76561120935329	-1.75880045737283	-0.0146570692730529	-4.12195172547576	-1.91155429509697	0.495476287235956	0.00152659941401383	0.0454215523550575	0	-1	0	68588	Cthrc1	chr15
69906	3.59465288582661	0.490337201578305	0.286462254227793	-0.203874947350512	0	0	0	0.981011690726517	0.996667638076427	0.998173447444601	0	0	0	69906	Slc25a32	chr15
223499	4.82534562074221	-0.134294694328879	-0.320049525905543	-0.185754831576665	0	0	0	0.999808134993586	0.999048561944498	0.999777860116182	0	0	0	223499	Dcaf13	chr15
116838	-0.515587071243644	-0.971063509415651	-3.46051262074249	-2.48944911132684	0	-7.67573658444138	-4.98575011716155	0.531556145413028	2.34072171084123e-05	0.000471391838641251	0	-1	-1	116838	Rims2	chr15
239393	3.91469764638906	2.27115075239352	2.04029067827678	-0.230860074116741	8.22034682730141	7.00982725300096	0	1.38975193632201e-05	4.51293429609405e-05	0.999503058548092	1	1	0	239393	Lrp12	chr15
22762	-1.07646872175838	-0.92436337445754	0.959161840582816	1.88352521504036	0	0	1.36128362457224	0.553725975513178	0.533141248608668	0.105466747891138	0	0	0	22762	Zfpm2	chr15
170719	6.34724641897326	-0.260025135090023	-0.100030674539921	0.159994460550102	0	0	0	0.999911082698337	0.999982898536706	0.999979920490028	0	0	0	170719	Oxr1	chr15
11600	4.32233957137483	-6.81594565024383	-4.67529677658119	2.14064887366264	-19.2169130743787	-12.0827229149175	5.51673813855677	1.78640860560022e-08	7.20536249309048e-07	0.000241634808398979	-1	-1	1	11600	Angpt1	chr15
16341	7.0817832417079	-0.186273721380662	0.100524252570787	0.286797973951449	0	0	0	0.999959814422296	0.999983966189836	0.999936842669872	0	0	0	16341	Eif3e	chr15
66736	4.63230637948018	0.192591803738105	-0.0648410724541355	-0.25743287619224	0	0	0	0.999800611997968	0.999960150464624	0.999736074656282	0	0	0	66736	Emc2	chr15
67429	4.71383349233679	0.125161046017269	-0.281035663674089	-0.406196709691359	0	0	0	0.999781075435078	0.99922426634452	0.997917124588251	0	0	0	67429	Nudcd1	chr15
223527	5.33534303161784	-0.0211605323063875	0.171281289688881	0.192441821995269	0	0	0	0.999972512430496	0.999704582920126	0.999736851683964	0	0	0	223527	Eny2	chr15
192190	-0.315032071054841	-3.35841946194689	-1.69096445532733	1.66745500661956	-4.26812816288517	-1.19056905046177	1.38769747246102	0.00125460242077262	0.134016333541325	0.10078803972866	-1	0	0	192190	Pkhd1l1	chr15
55960	3.52729544465168	-0.389969322692548	-0.459202955648143	-0.0692336329555956	0	0	0	0.998509872267373	0.997362439835514	0.999958486710046	0	0	0	55960	Ebag9	chr15
319613	1.1606696814389	-4.88837858977873	-2.95022957724227	1.93814901253646	-13.9510291672128	-6.7545272495857	4.51156468263032	2.29065237705881e-07	5.92402934053499e-05	0.000883221186619921	-1	-1	1	319613	Sybu	chr15
432950	-1.0354764976192	-0.457861358962515	-0.293498883976365	0.164362474986149	0	0	0	0.92470424517495	0.967076408977689	0.986451511532272	0	0	0	432950	Gm5471	NA
83925	9.10896637017034	-2.97317391333987	-2.63169440543547	0.341479507904404	-11.9516153698549	-9.88282977371985	0	7.65544548142283e-07	3.40080225922718e-06	0.998589489036262	-1	-1	0	83925	Trps1	chr15
100316685	-0.549034034063679	-2.06524847744013	-1.47229993083611	0.59294854660402	-3.32804317815266	-1.45596143303096	0	0.00489958969516686	0.0909844840341037	0.909043603220001	-1	0	0	100316685	Mir1907	chr15
100502643	-4.15329033252104	-5.6096600618342	-2.96212533801584	2.64753472381836	-7.92925061979584	-3.12476919183532	3.17326283271532	1.933383670426e-05	0.00678690367904377	0.00625231887694129	-1	-1	0	100502643	Gm19303	chr15
68135	7.78013637134116	-0.688043673319928	-0.481705034592632	0.206338638727297	0	0	0	0.98238002521218	0.998568237424519	0.999950001388198	0	0	0	68135	Eif3h	chr15
78581	2.93686514819913	0.00198449628655295	-0.21342944901483	-0.215413945301383	0	0	0	0.999992979138	0.999042235408085	0.999081698186044	0	0	0	78581	Utp23	chr15
19357	7.44713890138469	0.297067528080816	0.356038438432013	0.0589709103511975	0	0	0	0.999821805475089	0.999672649380997	0.999992782327975	0	0	0	19357	Rad21	chr15
239435	-2.17554021794344	4.67284750458148	6.30796965949679	1.6351221549153	6.90218182975294	8.8638520265375	0.976758669774293	5.23507847985571e-05	8.49247349561136e-06	0.179732821939111	1	1	0	239435	Aard	chr15
100039748	3.06216457274454	0.283394028504425	0.14235928947828	-0.141034739026145	0	0	0	0.998673043388366	0.999691572845482	0.999682378819563	0	0	0	100039748	Gm10020	NA
69790	3.60650573001377	0.355424177683616	-0.170849542664662	-0.526273720348278	0	0	0	0.99495154218391	0.999141657993971	0.983071523454222	0	0	0	69790	Med30	chr15
14042	6.51979761236224	2.43608257352375	2.62588933241317	0.189806758889427	11.3953515243951	12.9214380098843	0	1.11376056800076e-06	4.10310162702526e-07	0.999954819617985	1	1	0	14042	Ext1	chr15
320679	-0.641609329937539	-1.12306462122684	0.362383819644035	1.48544844087088	-0.294149837239689	0	1.1371260507989	0.388328585653495	0.908567138436846	0.143686711408851	0	0	0	320679	Samd12	chr15
18383	0.822477344408098	6.37236074544735	6.47893742571876	0.106576680271414	12.1609707068177	13.0758919940414	0	7.16588959113672e-07	4.02606603609712e-07	0.97373122523438	1	1	0	18383	Tnfrsf11b	chr15
105853	4.74933260973593	-5.44010293077405	-5.17687089520657	0.26323203556748	-21.6701445930412	-20.3848334938628	0	6.40922471457757e-09	1.05245603786157e-08	0.999540986844462	-1	-1	0	105853	Mal2	chr15
18133	-0.053147907243465	-0.0909975689242721	0.730751438998724	0.821749007922996	0	0	0	0.992439418975717	0.770761121654169	0.692333505868803	0	0	0	18133	Nov	chr15
18606	2.21856618547832	3.2920574076093	4.06523887066207	0.773181463052767	3.53561390100527	4.6330974998068	0	0.00364355595270285	0.000772710659700482	0.638659128929536	1	1	0	18606	Enpp2	chr15
319944	5.33333901734692	0.320730032063205	0.388360162732696	0.0676301306694915	0	0	0	0.999736893036223	0.999495642182632	0.999987180424575	0	0	0	319944	Taf2	chr15
72107	0.552982664478901	2.1061420649662	1.82458886535559	-0.281553199610615	3.97605379116605	3.15655177296714	0	0.00187177573314841	0.00637187731828613	0.982470613610642	1	1	0	72107	Dscc1	chr15
97998	3.99810027392244	-0.685817502195852	1.35967416447732	2.04549166667318	0	1.45883090771804	4.44822373590912	0.901471769182664	0.0905792707739065	0.000963293825852752	0	0	1	97998	Deptor	chr15
12818	6.25039793336386	5.58670912791044	7.15835706486689	1.57164793695645	11.2775997756966	14.3913331589265	1.44845675610779	1.27426101378086e-06	1.89992332742764e-07	0.0920503741110285	1	1	0	12818	Col14a1	chr15
68537	4.64271665131585	0.946447054856757	0.558692314966098	-0.387754739890659	0	0	0	0.633346594074419	0.991802246822809	0.998609516686136	0	0	0	68537	Mrpl13	chr15
105837	3.34044361198189	1.38510550203682	1.61354249222909	0.22843699019227	1.69571687109401	2.71256460675419	0	0.0633864115266646	0.0127619802514047	0.995260640523211	0	0	0	105837	Mtbp	chr15
20649	5.00235587213959	0.474763851271906	1.04891699835301	0.574153147081104	0	0.198462418342301	0	0.968931671177206	0.423726167318385	0.945864128048471	0	0	0	20649	Sntb1	chr15
15117	4.15277920271988	4.13324907053456	4.72031699423436	0.587067923699802	5.19985133628107	6.12897700867684	0	0.000368462062567877	0.000122313387130688	0.750540244761161	1	1	0	15117	Has2	chr15
594843	-2.35508610662995	3.73737742554905	2.50056810587572	-1.23680931967333	5.41957161589686	3.37397598870455	-0.456228312969512	0.000277152044987471	0.00458366280873671	0.331091416462754	1	1	0	594843	Has2os	chr15
387609	4.97719770288976	-0.233890012702989	-0.654805458882113	-0.420915446179125	0	0	0	0.999416076216181	0.97124545259366	0.997763047047243	0	0	0	387609	Zhx2	chr15
319829	-2.22258833108127	-1.78547661306506	-0.793930206639062	0.991546406425996	-1.60182642765371	0	0	0.0733229493712435	0.655799408006529	0.508253977112778	0	0	0	319829	9330154K18Rik	NA
67819	4.43478865230964	-0.220547125628271	-0.598404027719753	-0.377856902091482	0	0	0	0.99978959905794	0.991347944875867	0.999359716147395	0	0	0	67819	Derl1	chr15
210544	3.2099423694829	0.809958482916693	0.68214630333571	-0.127812179580983	0	0	0	0.871585362326848	0.966158689998486	0.999821158985846	0	0	0	210544	Tbc1d31	chr15
239463	4.61757407207772	-3.45264908546315	-2.52683483444432	0.925814251018825	-6.7453155390155	-4.16810388535516	0	6.01910962694545e-05	0.00142634641188392	0.591176630724221	-1	-1	0	239463	Fam83a	chr15
75758	4.47505822588491	1.00107085286409	0.609346911552276	-0.391723941311815	0.00616582912270104	0	0	0.497613556754434	0.97663215269014	0.996805736780551	0	0	0	75758	9130401M01Rik	chr15
22770	5.4380075152261	-1.19986201509841	-0.859756209642224	0.340105805456188	-1.61419322315336	0	0	0.0717680971919186	0.855491640032759	0.999810585888715	0	0	0	22770	Zhx1	chr15
70472	4.82817386509774	1.33982826009231	1.77429470169332	0.434466441601017	2.27187239816715	5.15028614798071	0	0.02568887646939	0.000381056026461583	0.997714620179364	0	1	0	70472	Atad2	chr15
76773	2.63998725125853	0.548991348920499	0.238663487667781	-0.310327861252718	0	0	0	0.962779978071638	0.99689008815126	0.99400461891308	0	0	0	76773	Wdyhv1	chr15
67731	6.19301131545642	0.285779086864546	1.70770454751131	1.42192546064676	0	1.73330538194131	1.10665589810466	0.949236929568249	0.0598981100345545	0.149730895800743	0	0	0	67731	Fbxo32	chr15
268807	-0.677547895611195	0.471466785052888	-1.17390553791562	-1.64537232296851	0	-0.240924014242373	-0.805769589174889	0.784761983365018	0.415686735608989	0.226436712009063	0	0	0	268807	Klhl38	chr15
69787	-2.35303062531462	2.69530664312416	1.21493609811732	-1.48037054500684	3.49445898136838	0.505817777929854	-0.987487054169554	0.00382820541440847	0.313379902684827	0.175971729824946	1	0	0	69787	Anxa13	chr15
210998	7.43506832625371	0.392640354942581	0.179126925780905	-0.213513429161676	0	0	0	0.998770233332196	0.99983138212837	0.999867161872079	0	0	0	210998	Fam91a1	chr15
74868	5.94484256105885	0.750183414971358	1.15182781820126	0.401644403229898	0	0.684563453348705	0	0.854800758298175	0.256081446959641	0.98996390780394	0	0	0	74868	Tmem65	chr15
68260	1.55788438135367	-0.54657826642985	-0.768413742972898	-0.221835476543048	0	0	0	0.934973218910505	0.800083291671528	0.993516151479111	0	0	0	68260	Trmt12	chr15
75841	5.54226466077988	-0.0378721865319465	-0.331255560327433	-0.293383373795487	0	0	0	0.999973248316973	0.999321579779199	0.999653730994123	0	0	0	75841	Rnf139	chr15
69694	3.19708006127717	-0.383043293313406	-0.338081061530405	0.0449622317830007	0	0	0	0.995895373990318	0.997444813358506	0.999899002773972	0	0	0	69694	Tatdn1	chr15
100502741	-2.52705542843923	-1.85081370991411	-0.867136413993474	0.983677295920634	-1.0997794546621	0	0	0.153910593583668	0.586995129728861	0.520005122565047	0	0	0	100502741	NA	NA
66218	6.21698863207904	0.188158822694137	-0.240536747274768	-0.428695569968905	0	0	0	0.999413802040044	0.999096522035653	0.996670869504447	0	0	0	66218	Ndufb9	chr15
211401	7.8828541404186	1.01726002133911	-0.308553004412671	-1.32581302575178	0.0929022865513714	0	-1.89191808285799	0.464086630066718	0.997131283019375	0.0467875279707183	0	0	0	211401	Mtss1	chr15
20775	6.557065057812	0.588730325572406	0.0360945417512557	-0.552635783821151	0	0	0	0.980305619425544	0.999926049157896	0.989755762289182	0	0	0	20775	Sqle	chr15
223593	5.9077446383835	-0.868466480195144	-0.248937415510516	0.619529064684627	0	0	0	0.843672923725549	0.999884543310509	0.994989709396754	0	0	0	223593	Washc5	chr15
68501	4.13547677861452	-0.19615365914556	0.178976793838024	0.375130452983584	0	0	0	0.999760509645804	0.999791347528324	0.998943419117695	0	0	0	68501	Nsmce2	chr15
211770	9.45790906754408	-0.818303269021284	0.0238207550608909	0.842124024082175	0	0	0	0.742324704629247	0.999324219752597	0.730486029855917	0	0	0	211770	Trib1	chr15
100503021	-1.08788268291877	0.34041828538754	1.39557064356598	1.05515235817844	0	0.64416636438117	0.0901224915179935	0.879678402201276	0.270456649165041	0.469831300148867	0	0	0	100503021	Gm19510	chr15
